artist_id,artist_name_fa,category,candidate_rank,video_id,video_title,channel_id,channel_title,published_at,source_query,manual_status,notes,api_video_title,api_video_description,api_channel_id,api_channel_title,api_published_at,category_id,default_language,default_audio_language,duration,definition,caption,licensed_content,view_count,like_count,comment_count,privacy_status,embeddable,made_for_kids,duration_seconds,screening_status_v2,screening_reason_v2,source_type,source_status,source_notes,screening_status_v3,screening_reason_v3,content_review_status_v2,content_review_reason_v2,content_review_decision_source,final_screening_status_v4,final_screening_reason_v4
8,ساسی مانکن,rap_hiphop,6,zW6kjHP7mBE,sasy mankanninash nash ساسی مانکن نیناش ناش,UC5qpK8RV882s3J1aCI0umig,Ghaphlan Khaligh (Ghaflan Khaligh),2013-04-25T22:09:33Z,ساسی مانکن,pending_review,,sasy mankanninash nash ساسی مانکن نیناش ناش,ساسی مانکن نیناش ناش,UC5qpK8RV882s3J1aCI0umig,Ghaphlan Khaligh (Ghaflan Khaligh),2013-04-25T22:09:33Z,10,fa,,PT3M27S,sd,False,False,460061,2535.0,389.0,public,True,False,207,needs_review,insufficient_evidence,third_party_music,pending_review,sources_41_60_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
8,ساسی مانکن,rap_hiphop,10,IuVfk1Co64w,Sasy Mankan Ft Radin Band  - Ninash Nash (HQ),UCpG143VsbN_aNlxkHC9n1rA,arian2009,2009-02-14T05:37:02Z,ساسی مانکن,pending_review,,Sasy Mankan Ft Radin Band  - Ninash Nash (HQ),,UCpG143VsbN_aNlxkHC9n1rA,arian2009,2009-02-14T05:37:02Z,10,en,,PT3M29S,sd,False,False,688116,2946.0,320.0,public,True,False,209,needs_review,insufficient_evidence,third_party_music,pending_review,sources_81_91_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
8,ساسی مانکن,rap_hiphop,25,1VZWoJe5n-M,sasy mankan (tehroono la kon) new ساسی مانکن تهرونو ال‌ای کن,UCzIjGS-HRN9NNK3fkkv9fsw,pedro xavi,2010-02-23T19:36:24Z,ساسی مانکن,pending_review,,sasy mankan (tehroono la kon) new ساسی مانکن تهرونو ال‌ای کن, ,UCzIjGS-HRN9NNK3fkkv9fsw,pedro xavi,2010-02-23T19:36:24Z,10,fa,,PT3M33S,sd,False,False,870533,3686.0,433.0,public,True,False,213,needs_review,insufficient_evidence,third_party_music,pending_review,sources_81_91_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
2,علیرضا قربانی,classic_fusion,8,3c7DOo5V1rE,هزار و یک شب با صدای علیرضا قربانی و سحر بروجردی,UCkpVRmYsrxg4I8SsTQA2CkA,Masoud Masoumi,2025-12-20T22:40:14Z,علیرضا قربانی,pending_review,,هزار و یک شب با صدای علیرضا قربانی و سحر بروجردی,"آهنگ تیتراژ سریال هزار و یک شب با صدای علیرضا قربانی و سحر بروجردی
آهنگساز: سهراب پورناظری
ترانه: حسین غیاثی
تنظیم : آرش سلامیه، سیامند محمدی
#علیرضاقربانی #هزار_و_یک_شب #سحر_محمدی",UCkpVRmYsrxg4I8SsTQA2CkA,Masoud Masoumi,2025-12-20T22:40:14Z,10,fa,,PT3M33S,hd,False,True,63335,862.0,50.0,public,True,False,213,needs_review,music_category_and_licensed_but_no_release_pattern,third_party_music,pending_review,sources_21_40_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
2,علیرضا قربانی,classic_fusion,10,29oAkPxzg-Y,اجرای زنده و باشکوه &quot;من عاشق چشمت شدم&quot;، علیرضا قربانی، Alireza Ghorbani  Vancouver Opera Orchestra,UC9PxiuAlnUmaAhe52mYeXeQ,Mohammad Fazlali,2019-05-04T11:40:24Z,علیرضا قربانی,pending_review,,"اجرای زنده و باشکوه ""من عاشق چشمت شدم""، علیرضا قربانی، Alireza Ghorbani  Vancouver Opera Orchestra","©Copyright.  all rights reserved

اجرای قطعه ""من عاشق چشمت شدم"" در کنسرت ناگهان رستخیز در ونکوور - ۲۰ ژانویه ۲۰۱۹ در سالن ارفیوم
ٱهنگساز: فردین خلعتبری 
خواننده: علیرضا قربانی 
شعر: افشین یداللهی
رهبر ارکستر: لسلی دالا
ارکستر سمفونیک اپرای ونکوور و گروه کر باخ ونکوور  

طراح، تهیه کننده و برگزار کننده کنسرت: محمد فضلعلی 

Man Asheghe Chashmat Shodam
Composer: Fardin Khalatbari
Vocalist: Alireza Ghorbani
Lyrics: Afshin Yadollahi
Conductor: Leslie Dala
Vancouver Opera Orchestra
Vancouver Bach choir 

Producer & Creative Director: 
Mohammad Fazlali

Performed at Resurrection Concert
January 20, 2019
Orpheum Theatre - Vancouver

وقتی گریبان عدم با دست خلقت می درید
وقتی ابد چشم تو را پیش از ازل می آفرید
وقتی زمین ناز تو را در آسمانها می کشید
وقتی عطش طعم تو را با اشکهایم می چشید
من عاشق چشمت شدم ، نه عقل بود و نه دلی
چیزی نمیدانم از این دیوانگی و عاقلی
یک آن شد این عاشق شدن دنیا همان یک لحظه بود
آندم که چشمانت مرا از عمق چشمانم ربود
وقتی که من عاشق شدم شیطان به نامم سجده کرد
آدم زمینی تر شد و عالم به آدم سجده کرد
من بودم و چشمان تو ، نه آتشی و نه گِلی
چیزی نمیدانم از این دیوانگی و عاقلی
من عاشق چشمت شدم شاید کمی هم بیشتر
چیــزی در آن‌سوی یقین شاید کمی هم کیش تر
آغاز و ختم ماجرا لمس تماشای تو بود
دیگر فقط تصویر من در مردمکهای تو بود",UC9PxiuAlnUmaAhe52mYeXeQ,Mohammad Fazlali,2019-05-04T11:40:24Z,27,fa,,PT4M58S,hd,False,False,1399061,10825.0,839.0,public,True,False,298,needs_review,review_title_pattern_live_or_unplugged,third_party_music,pending_review,sources_21_40_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
2,علیرضا قربانی,classic_fusion,13,BbcM0tM0GC0,علیرضا قربانی و عالیم قاسمف,UCg-gC2zxNjttTUiPMSuBydA,musics 212,2022-02-14T19:31:25Z,علیرضا قربانی,pending_review,,علیرضا قربانی و عالیم قاسمف,,UCg-gC2zxNjttTUiPMSuBydA,musics 212,2022-02-14T19:31:25Z,22,fa,,PT5M27S,sd,False,False,36266,594.0,0.0,public,True,True,327,needs_review,insufficient_evidence,third_party_music,pending_review,sources_61_80_manual_audit_2026-07-10; confidence=low,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
2,علیرضا قربانی,classic_fusion,22,Sd4QvJXv1Lc,علیرضا قربانی - رسوای زمانه - Alireza Ghorbani - Rosvaye Zamaneh,UCU5NicMWNILYk1nbxJkCzsA,Faranak99,2012-12-21T09:59:26Z,علیرضا قربانی,pending_review,,علیرضا قربانی - رسوای زمانه - Alireza Ghorbani - Rosvaye Zamaneh,"نی حدیث راه پر خون می کند
قصه های عشق مجنون می کند
در غم ما روزها ، بی گاه شد
روزها با سوزها همراه شد
روزها گر رفت ، گو رو ، باک نیست
تو بمان ، تو بمان ، ای آن که چون تو پاک نیست
تو بمان ، ای آن که چون تو پاک نیست

شمع و پروانه منم ، مست می خانه منم
رسوای زمانه منم ، دیوانه منم
رسوای زمانه منم ، دیوانه منم

یار پیمانه منم ، از خود بیگانه منم
رسوای زمانه منم ، دیوانه منم
رسوای زمانه منم ، دیوانه منم

چون باد صبا در به درم ، با عشق و جنون هم سفرم
شمع شب بی سحرم ، از خود نبود خبرم
رسوای زمانه منم ، دیوانه منم
رسوای زمانه منم ، دیوانه منم

تو ای خدای من ، شنو نوای من
زمین و آسمان تو ، می لرزد به زیر پای من
مه و ستارگان تو ، می سوزد به ناله های من
رسوای زمانه منم ، دیوانه منم
رسوای زمانه منم ، دیوانه منم

وای از این شیدا ، دل من
مست و بی پروا ، دل من
مجنون هر صحرا ، دل من
رسوا دل من ، رسوا دل من

لاله ی تنها ، دل من
داغ حسرت ها ، دل من
سرمایه ی سودا ، دل من
رسوا دل من ، رسوا دل من

خاک سر پروانه منم ، خون دل پیمانه منم
چون شور ترانه تویی ، چون آه شبانه منم
رسوای زمانه منم ، دیوانه منم
رسوای زمانه منم ، دیوانه منم

ترانه سرا : مولوی ، بهادر یگانه
 آهنگ ساز : همایون خرم",UCU5NicMWNILYk1nbxJkCzsA,Faranak99,2012-12-21T09:59:26Z,10,fa,,PT8M16S,sd,False,False,4942724,15603.0,1248.0,public,True,False,496,needs_review,insufficient_evidence,third_party_music,pending_review,sources_61_80_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
2,علیرضا قربانی,classic_fusion,23,9e0CNWSqDC4,"امشب در سر شوری دارم-  علیرضا قربانی، شهرداد روحانی   Ghorbani,  Rohani , Roshan Ravan, Khorram",UC9PxiuAlnUmaAhe52mYeXeQ,Mohammad Fazlali,2021-03-03T19:33:37Z,علیرضا قربانی,pending_review,,"امشب در سر شوری دارم-  علیرضا قربانی، شهرداد روحانی   Ghorbani,  Rohani , Roshan Ravan, Khorram","اوج ٱسمان ( امشب در سر شوری دارم)
ٱهنگساز: همایون خرم
تنظیم: کامبیز روشن روان
خواننده: علیرضا قربانی
شعر : کریم فکور 
رهبر ارکستر: شهرداد روحانی 
ارکستر سمفونیک اپرای ونکوور 
اجرا در کنسرت  شب موسیقی ایرانی ( همه ایرانم)
سالن کویین الیزابت - ونکوور، کانادا
ششم ژانویه ۲۰۱۸
طراح و تهیه کننده: محمد فضلعلی 

Oje Aseman
Composer: Homayoun Khorram
Arrangement : Kambiz Roshan Ravan
Vocalist: Alireza Ghorbani
Lyrics: Karim Fakour
Vancouver Opera Orcheastra 
Conducted by: Shardad Rohani
Performed at ""A Persian Night"" Concert 
Producer & Creative Director: Mohammad Fazlali 
Queen Elizabeth Theatre
January 06, 2018",UC9PxiuAlnUmaAhe52mYeXeQ,Mohammad Fazlali,2021-03-03T19:33:37Z,27,fa,en-US,PT6M51S,hd,False,False,3103480,23409.0,1188.0,public,True,False,411,needs_review,insufficient_evidence,third_party_music,pending_review,sources_21_40_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
3,محسن چاووشی,pop,5,G2276gC50CM,ویدئوی «حسبی الله» محسن چاوشی ,UCaBf4RgTCzJIEnvOlNuxYKw,Sedkhareji | سدخارجی,2026-03-11T21:03:15Z,محسن چاووشی,pending_review,,ویدئوی «حسبی الله» محسن چاوشی ,,UCaBf4RgTCzJIEnvOlNuxYKw,Sedkhareji | سدخارجی,2026-03-11T21:03:15Z,1,fa,fa,PT4M28S,hd,False,False,90846,4991.0,1233.0,public,True,False,268,needs_review,insufficient_evidence,third_party_music,pending_review,sources_61_80_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
5,محسن یگانه,pop,14,xA--y2WpycM,Morteza Pashaei &amp; Mohsen Yeganeh - Yeki Hast I Live In Concert (مرتضی پاشایی و محسن یگانه - یکی هست),UCVJZW-tOn3hFgeh0kZpSbjw,Mehdi Kord Art Group,2023-11-16T08:30:14Z,محسن یگانه,pending_review,,Morteza Pashaei & Mohsen Yeganeh - Yeki Hast I Live In Concert (مرتضی پاشایی و محسن یگانه - یکی هست),"Subscribe For More Videos : 
http://bit.ly/MehdiKordOfficial

Official Live In Concert By Morteza Pashaei Performing “ Yeki Hast “

►Official Lyrics :
""متن آهنگ یکی هست از مرتضی پاشایی""

یکی هست توو قلبم که هر شب واسه اون مینویسم و اون خوابه

نمیخوام بدونه واسه اونه که قلب من این همه بی تابه

یه کاغذ یه خودکار دوباره شده همدمه این دل دیوونه

یه نامه که خیسه پر از اشکه و کسی بازم اونو نمیخونه

یه روز همینجا تووی اتاقم یه دفعه گفت داره میره

چیزی نگفتم آخه نخواستم دلشو غصه بگیره

گریه میکردم درو که می بست میدونستم که میمیرم

اون عزیزم بود نمیتونستم جلوی راهشو بگیرم

میترسم یه روزی برسه که اونو نبینم بمیرم تنها

خدایا کمک کن نمیخوام بدونه دارم جون میکَنم اینجا

سکوته اتاقو داره میشکنه تیک تاک ساعت رو دیوار

دوباره نمیخواد بشه باور من که دیگه نمیاد انگار

میترسم یه روزی برسه که اونو نبینم بمیرم تنها

خدایا کمک کن نمیخوام بدونه دارم جون میکَنم اینجا

سکوته اتاقو داره میکشنه تیک تاک ساعت رو دیوار

دوباره نمیخواد بشه باور من که دیگه نمیاد انگار

یه روز همینجا تووی اتاقم یه دفعه گفت داره میره

چیزی نگفتم آخه نخواستم دلشو غصه بگیره

گریه میکردم درو که میبست میدونستم که میمیرم

اون عزیزم بود نمیتونستم جلوی راهشو بگیرم

یکی هست توو قلبم که هر شب واسه اون مینویسم و اون خوابه

نمیخوام بدونه واسه اونه که قلب من این همه بی تابه

یه کاغذ یه خودکار دوباره شده همدم این دل دیوونه

یه نامه که خیسه پر از اشکه و کسی بازم اونو نمیخونه",UCVJZW-tOn3hFgeh0kZpSbjw,Mehdi Kord Art Group,2023-11-16T08:30:14Z,10,fa,fa-IR,PT4M24S,hd,False,True,1983594,16001.0,895.0,public,True,False,264,likely_non_release,non_release_title_pattern,third_party_music,pending_review,sources_21_40_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry,,,,final_needs_source_review,source_registry_pending_review
