artist_id,artist_name_fa,category,candidate_rank,video_id,video_title,channel_id,channel_title,published_at,source_query,manual_status,notes,api_video_title,api_video_description,api_channel_id,api_channel_title,api_published_at,category_id,default_language,default_audio_language,duration,definition,caption,licensed_content,view_count,like_count,comment_count,privacy_status,embeddable,made_for_kids,duration_seconds,screening_status_v2,screening_reason_v2,source_type,source_status,source_notes,screening_status_v3,screening_reason_v3
1,همایون شجریان,classic_fusion,2,FSbAa3rZkVo,Homayoun Shajarian Top 10 Songs ( ده تا از بهترین آهنگ های همایون شجریان ),UCmBIX3tItWTCmbkcARiyZkg,Homayoun Shajarian,2023-07-15T07:42:37Z,همایون شجریان,pending_review,,Homayoun Shajarian Top 10 Songs ( ده تا از بهترین آهنگ های همایون شجریان ),"Subscribe For More Videos :
https://www.youtube.com/c/HomayounShajarianChannel

Official Top 10 Mix Music By Homayoun Shajarian
 شنونده ده تا از بهترین آهنگ های همایون شجریان باشید

00:00 - Homayoun Shajarian - Yek Nafas Arezouye To
04:08 - Homayoun Shajarian - Zolf Bar Bad Made
09:27 - Homayoun Shajarian - Havaye Zemzemehayat
14:20 - Homayoun Shajarian - Mina
19:14 - Homayoun Shajarian - Gerye Kon
22:18 - Homayoun Shajarian - Flaming
26:08 - Homayoun Shajarian - Shirin Sozeh
30:09 - Homayoun Shajarian - Ahay Khabardar
34:34 - Homayoun Shajarian - Dele Man Migeryad
39:26 - Homayoun Shajarian - Dar In Shabe Siah #HomayounShajarian
#PersianClassicalMusic
#IranianMusic",UCmBIX3tItWTCmbkcARiyZkg,Homayoun Shajarian,2023-07-15T07:42:37Z,10,de,en-US,PT42M55S,hd,False,True,622895,5217.0,325.0,public,True,False,2575,likely_non_release,too_long_over_15_minutes,official_artist,trusted,top20_manual_audit_2026-07-10; confidence=high,trusted_non_release_signal,trusted_source_but_v2_non_release_signal
1,همایون شجریان,classic_fusion,3,f3_y_O1qFJc,Homayoun Shajarian - Havaye Geryeh (همایون شجریان - تصنیف هوای گریه),UCjibqVppvIlLK4lbXRsbhhw,Melodifa,2019-07-10T18:55:08Z,همایون شجریان,pending_review,,Homayoun Shajarian - Havaye Geryeh (همایون شجریان - تصنیف هوای گریه),"Homayoun Shajarian - Havaye Geryeh with lyrics now on Melodifa.
همایون شجریان - تصنیف هوای گریه رو همراه با متن شعر در کانال ملودیفا ببینید و بشنوید

#homayoun #shajarian  #melodifa

آواز خوب شد همایون شجریان:    https://www.youtube.com/watch?v=DtHwreZyIh4
آلبوم ایران من همایون شجریان:   https://www.youtube.com/watch?v=u2WtwKd5laU

متن آهنگ هوای گریه همایون شجریان:
نه بسته ام به کس دل نه بسته کس به من دل
چو تخته پاره بر موج رها رها رها من
ز من هر آن که او دور چو دل به سینه نزدیک
به من هر آنکه نزدیک از او جدا جدا من
نه چشم دل به سویی نه باده در سبویی
که تر کنم گلویی به یاد آشنا من
ستاره ها نهفته در آسمان ابری
دلم گرفته ای دوست هوای گریه با من
هوای گریه با من
نه بسته ام به کس دل نه بسته کس به من دل
چو تخته پاره بر موج رها رها رها من
ز من هر آن که او دور چو دل به سینه نزدیک
به من هر آنکه نزدیک از او جدا جدا من

Homayoun Shajarian (Persian: همايون شجريان‎) (born 21 May 1975) is a Persian classical music and Persian classical crossover vocalist, and a Tombak player. ""Hava-ye Geryeh"" is one of his most famous songs. He has one daughter, Yasmine Shajarian.

He was born in Tehran in a music-dedicated family. He is the son of Mohammad Reza Shajarian, the grand master vocalist of Persian traditional music.

همایون شجریان (۳۱ اردیبهشت ۱۳۵۴ تهران) خوانندهٔ موسیقی سنتی ایرانی و نوازندهٔ تنبک و کمانچه است. وی پسر محمدرضا شجریان و برادر مژگان شجریان و برادر زن پرویز مشکاتیان است

همایون شجریان در ۳۱ اردیبهشت ۱۳۵۴ در تهران در خانواده‌ای سرشار از موسیقی متولد شد. وی فرزند محمدرضا شجریان است و از کودکی علاقه به موسیقی و ریتم در او نمایان بود تا آن که با تشخیص پدر نزد ناصر فرهنگ‌فر به فراگیری تکنیک و شناخت ریتم که اساس موسیقی است پرداخت و چند سالی هم آموختن را نزد جمشید محبی ادامه داد. از ده‌سالگی به همراه خواهرانش نزد پدر آواز را شروع کرد و در دوران بلوغ روزانه تکنیک آواز و صداسازی را به‌صورت فشرده فراگرفت. در همان زمان به هنرستان موسیقی رفت و کمانچه را به عنوان ساز تخصصی خود انتخاب کرد و در خارج از هنرستان به ادامهٔ فراگیری آن نزد اردشیر کامکار و آشنایی با تار و سنتور به صورت گوشی پرداخت.

او از سال ۱۳۷۰ به‌همراه محمدرضا شجریان در کنسرت‌های آمریکا، اروپا و ایران (با تنبک) همراهی کرد و از ۱۳۷۸ به بعد در صحنهٔ کنسرت‌ها به هم‌خوانی با پدرش پرداخت. اولین اثر با حضور او یاد ایام نام دارد که در آن اثر همایون شجریان تنبک نوازی را بر عهده داشته‌است. همایون شجریان کنسرت‌های بسیاری را با بزرگان موسیقی اجرا کرده و آثار زیادی را به همراه آنان در ایران و جهان منتشر کرده‌است که می‌توان به آلبوم کنسرت‌های «بی تو بسر نمی‌شود» و «فریاد» اشاره کرد که هردو اثر در سال‌های ۲۰۰۳ و ۲۰۰۵ نامزد دریافت جایزه گرمی شدند

#ملودیفا
#همایون_شجریان
#نسیم_وصل",UCjibqVppvIlLK4lbXRsbhhw,Melodifa,2019-07-10T18:55:08Z,10,fa,en-US,PT7M15S,hd,False,True,5831771,25304.0,2828.0,public,True,False,435,needs_review,music_category_and_licensed_but_no_release_pattern,trusted_music_platform,trusted,top20_manual_audit_2026-07-10; confidence=medium_high,trusted_needs_content_review,trusted_source_but_v2_content_ambiguous
1,همایون شجریان,classic_fusion,4,Nc23hVqxbzY,Homayoun Shajarian - Mastam Ze Negahe To (همایون شجریان - مستم ز نگاه تو),UCX7iFtn4OnJYNLXyKQsnHGg,MELODIFA CLASSIC,2020-08-17T13:00:06Z,همایون شجریان,pending_review,,Homayoun Shajarian - Mastam Ze Negahe To (همایون شجریان - مستم ز نگاه تو),"Homayoun Shajarian - Mastam Ze Negahe To with lyrics now on melodifa.
همایون شجریان - مستم ز نگاه تو رو همراه با متن ترانه در کانال ملودیفا ببینید و بشنوید

#homayoun #MastamZeNegaheTo  #melodifa


متن آهنگ مستم ز نگاه تو همایون شجریان:

لب خندان تو برق چشمان تو برده قرار از دل عاشق زارم
با من بي نوا بيش از اينم جفا دگر مکن يارم
 
اي گل ارغوان همچو سرو چمان 
اي در شب تار من روشنايي
بت چين و ختن روح و جاني به تن 
دل مي ربايي 


آتش زده اي بر دل واي از من و آه از دل
زندگي بي تو شده بي حاصل 
دل شده مجنون چه کنم با دل


مستم زنگاه تو زان چشم سياه تو
همه دم افتاده به چاه تو
صنما سرگشته ی راه تو


از عشقت آرام جان 
شده ام شيداي زمان
من ز سودای وصلِ تو گشته‌ام رسوای جهان


رفت از دستم اختیاربردی از من صبر و قرار
در شب و روز تارِ من مه و خورشیدی ای نگار


آتش زده ای بر دل وای از من و آه از دل
زندگی بی تو شده بی حاصل
 دل شده مجنون
چه کنم با دل
مستم ز نگاه تو
زان چشمِ سیاهِ تو حبیبم افتاده به چاهِ تو
صنما؛ سرگشته ی راهِ تو


Homayoun Shajarian (Persian: همايون شجريان‎) (born 21 May 1975) is a Persian classical music and Persian classical crossover vocalist, and a Tombak player. ""Hava-ye Geryeh"" is one of his most famous songs. He has one daughter, Yasmine Shajarian.


He was born in Tehran in a music-dedicated family. He is the son of Mohammad Reza Shajarian, the grand master vocalist of Persian traditional music.


همایون شجریان (۳۱ اردیبهشت ۱۳۵۴ تهران) خوانندهٔ موسیقی سنتی ایرانی و نوازندهٔ تنبک و کمانچه است. وی پسر محمدرضا شجریان و برادر مژگان شجریان و برادر زن پرویز مشکاتیان است


همایون شجریان در ۳۱ اردیبهشت ۱۳۵۴ در تهران در خانواده‌ای سرشار از موسیقی متولد شد. وی فرزند محمدرضا شجریان است و از کودکی علاقه به موسیقی و ریتم در او نمایان بود تا آن که با تشخیص پدر نزد ناصر فرهنگ‌فر به فراگیری تکنیک و شناخت ریتم که اساس موسیقی است پرداخت و چند سالی هم آموختن را نزد جمشید محبی ادامه داد. از ده‌سالگی به همراه خواهرانش نزد پدر آواز را شروع کرد و در دوران بلوغ روزانه تکنیک آواز و صداسازی را به‌صورت فشرده فراگرفت. در همان زمان به هنرستان موسیقی رفت و کمانچه را به عنوان ساز تخصصی خود انتخاب کرد و در خارج از هنرستان به ادامهٔ فراگیری آن نزد اردشیر کامکار و آشنایی با تار و سنتور به صورت گوشی پرداخت.


او از سال ۱۳۷۰ به‌همراه محمدرضا شجریان در کنسرت‌های آمریکا، اروپا و ایران (با تنبک) همراهی کرد و از ۱۳۷۸ به بعد در صحنهٔ کنسرت‌ها به هم‌خوانی با پدرش پرداخت. اولین اثر با حضور او یاد ایام نام دارد که در آن اثر همایون شجریان تنبک نوازی را بر عهده داشته‌است. همایون شجریان کنسرت‌های بسیاری را با بزرگان موسیقی اجرا کرده و آثار زیادی را به همراه آنان در ایران و جهان منتشر کرده‌است که می‌توان به آلبوم کنسرت‌های «بی تو بسر نمی‌شود» و «فریاد» اشاره کرد که هردو اثر در سال‌های ۲۰۰۳ و ۲۰۰۵ نامزد دریافت جایزه گرمی شدند




#ملودیفا
#همایون_شجریان",UCX7iFtn4OnJYNLXyKQsnHGg,MELODIFA CLASSIC,2020-08-17T13:00:06Z,10,fa,fa-IR,PT5M43S,hd,False,True,3839913,12909.0,1177.0,public,True,False,343,needs_review,music_category_and_licensed_but_no_release_pattern,trusted_music_platform,trusted,sources_21_40_manual_audit_2026-07-10; confidence=high,trusted_needs_content_review,trusted_source_but_v2_content_ambiguous
1,همایون شجریان,classic_fusion,5,kvGyhv2MSfQ,KHARIDAR Live Anoushiravan Rohani &amp; Homayoun Shajarian خریدار همایون شجریان و انوشیروان روحانی,UCfTyeE7jWJK6q7lTdIUv57w,Anoushiravan Rohani,2024-12-10T19:35:47Z,همایون شجریان,pending_review,,KHARIDAR Live Anoushiravan Rohani & Homayoun Shajarian خریدار همایون شجریان و انوشیروان روحانی,"قطعه خریدار
جدیرترین ساخته انوشیروان روحانی با اجرای همایون شجریان و شعر زنده یاد رهی معیری
اجراء زنده در مونیخ 
LIVE CONCERT IN MÜNCHEN 
Song : Kharidar
Singer: Homayoun Shajarian
Composer: Anoushiravan Rohani
Lyricist: Rahi Moayeri
--------------------
Official channel of Anoushiravan Rohani
Website: anoushiravanrohani.com
Instagram: @anoushiravanrohani


باید خریدارم شوی تا من خریدارت شوم
وز جان و دل یارم شوی تا عاشق زارت شوم
من نیستم چون دیگران بازیچه بازیگران
اول به دام آرم ترا و آنگه گرفتارت شوم",UCfTyeE7jWJK6q7lTdIUv57w,Anoushiravan Rohani,2024-12-10T19:35:47Z,10,fa,fa,PT6M10S,hd,False,True,82637,1283.0,93.0,public,True,False,370,needs_review,review_title_pattern_live_or_unplugged,artist_owned,pending_review,sources_21_40_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry
1,همایون شجریان,classic_fusion,6,r3Hgfk9GNWA,Homayoun Shajarian - The Lord of The Secrets | همایون شجریان - خداوندان اسرار,UCiEK11dphMbDnbSXNvLOFCg,AmirSadegh Rassouli,2021-01-29T22:48:15Z,همایون شجریان,pending_review,,Homayoun Shajarian - The Lord of The Secrets | همایون شجریان - خداوندان اسرار,"کارگردان بنام سینمای ایران، بانو «رخشان بنی‌اعتماد»، در آلبوم تصویری «خداوندان اسرار» با هنرمندان کم‌نظیر موسیقی ایران «همایون شجریان» و «سهراب پورناظری» و «گروه سیاوش» همراه شده است. در خداوندان اسرار، پای کنسرتی به‌ همین نام، با آواز همایون شجریان می‌نشینیم. این اثر شامل دو قسمت است. در قسمت اول، «ساز و آواز» بداهه در مقام اصفهان با اشعاری از «مولانا» اجرا می‌شود. اما در بخش دوم، با نام «رهایی»، قطعاتی متنوع‌تر را می‌شنویم. بخش رهایی شامل سه پرده با شعر‌هایی از «خیام»، «مولانا» و «حافظ» به نام‌های «مهتاب»، «خداوندان اسرار» و «جانی و صد آه» است. علاوه‌ بر قطعات نام‌ برده شده، همایون شجریان، قطعه‌ای با نام «یاوران» از ساخته‌های «کیخسرو پورناظری» را با تنظیمی از «سهراب پورناظری» اجرا می‌کند. «آیین مشکاتیان» نوازنده‌ی سازهای کوبه‌ای، «حسین رضایی‌نیا» نوازنده‌ی «دف»، «همایون نصیری» نوازنده‌ی «سازهای کوبه‌ای»، «حمید خوانساری» نوازنده‌ی بربط، «داریوش آذر» نوازنده‌ی «باس» و «سهراب پورناظر» با نوازندگی تنبور این کنسرت را شنیدنی‌تر و دیدنی‌تر کرده‌اند.

https://open.spotify.com/album/5hN7q668l7EgiuI7Gf7Kfd?si=gWODgMrHRY-oEAAXEGT0aw",UCiEK11dphMbDnbSXNvLOFCg,AmirSadegh Rassouli,2021-01-29T22:48:15Z,10,fa,fa,PT43M41S,hd,False,False,403135,6411.0,448.0,public,True,False,2621,likely_non_release,too_long_over_15_minutes,third_party_music,excluded,sources_61_80_manual_audit_2026-07-10; confidence=medium,likely_non_release,excluded_source_registry
1,همایون شجریان,classic_fusion,7,qhKcG8m70FE,Homayoun Shajarian - Zolf Bar Bad Made ( همایون شجریان - زلف بر باد مده ),UCmBIX3tItWTCmbkcARiyZkg,Homayoun Shajarian,2022-03-14T16:30:06Z,همایون شجریان,pending_review,,Homayoun Shajarian - Zolf Bar Bad Made ( همایون شجریان - زلف بر باد مده ),"Subscribe For More Videos :
https://www.youtube.com/c/HomayounShajarianChannel

Official Music By Homayoun Shajarian Performing "" Zolf Bar Bad Made ""
 شنونده آهنگ "" زلف بر باد مده "" از همایون شجریان باشید

در آستانه بهار دلکش، این قطعه با حمایت پی پاد تقدیم دوستداران می شود.

تصنیف: زلف بر باد مده

آواز : همایون شجریان
آهنگساز : سعید فرجپوری
تنظیم : غلامرضا صادقی
 شعر : حافظ

نوازندگان:
کمانچه: سعید فرجپوری
تار و عود: آزاد میرزاپور
سنتور: مهیار طریحی
دف و دایره: حسین رضایی نیا
تمبک: آئین مشکاتیان
ضبط و میکس: غلامرضا صادقی


متن آهنگ :
زلف بر باد مده تا ندهی بر بادم
ناز بنیاد مکن تا نکنی بنیادم
می مخور با همه کس تا نخورم خون جگر
سر مکش تا نکشد سر به فلک فریادم
زلف را حلقه مکن تا نکنی در بندم
طره را تاب مده تا ندهی بر بادم
شهره شهر مشو تا ننهم سر در کوه
شور شیرین منما تا نکنی فرهادم
رحم کن بر من مسکین و به فریادم رس
تا به خاک در آصف نرسد فریادم

#همایون¬شجریان #پرداختالکترونیکپاسارگاد#پی¬پاد#آرپا#سعیدفرجپوری#رضا صادقی
‏paypod #pepcoir #homayounshajarian #rezasadeghi#saeedfarajpoori #HomayounShajarian
#PersianClassicalMusic
#IranianMusic",UCmBIX3tItWTCmbkcARiyZkg,Homayoun Shajarian,2022-03-14T16:30:06Z,10,fa,fa-IR,PT5M20S,hd,False,True,2005367,11369.0,740.0,public,True,False,320,needs_review,music_category_and_licensed_but_no_release_pattern,official_artist,trusted,top20_manual_audit_2026-07-10; confidence=high,trusted_needs_content_review,trusted_source_but_v2_content_ambiguous
1,همایون شجریان,classic_fusion,8,hSTinyMVGtQ,آواز همایون شجریان - چه دانستم - غزل مولوی - دیوان شمس - چه دانستم که این سودا مرا زین سان کند مجنون,UCqZeJVn5evgB93CPe2QMypg,Naghmeha - Persian Songs and Poems نغمه ها و اشعار,2020-12-30T18:04:27Z,همایون شجریان,pending_review,,آواز همایون شجریان - چه دانستم - غزل مولوی - دیوان شمس - چه دانستم که این سودا مرا زین سان کند مجنون,"#shajarian #naghmeha

چه دانستم که این سودا مرا زین سان کند مجنون
دلم را دوزخی سازد دو چشمم را کند جیحون

چه دانستم که سیلابی مرا ناگاه برباید
چو کشتی ام دراندازد میان قلزم پرخون

زند موجی بر آن کشتی که تخته تخته بشکافد
که هر تخته فروریزد ز گردش‌های گوناگون

نهنگی هم برآرد سر خورد آن آب دریا را
چنان دریای بی‌پایان شود بی‌آب چون هامون

شکافد نیز آن هامون نهنگ بحرفرسا را
کشد در قعر ناگاهان به دست قهر چون قارون

چو این تبدیل‌ها آمد نه هامون ماند و نه دریا
چه دانم من دگر چون شد که چون غرق است در بی‌چون

چه دانم‌های بسیار است لیکن من نمی‌دانم
که خوردم از دهان بندی در این دریا کفی افیون",UCqZeJVn5evgB93CPe2QMypg,Naghmeha - Persian Songs and Poems نغمه ها و اشعار,2020-12-30T18:04:27Z,22,fa,,PT6M12S,hd,False,False,250374,3408.0,303.0,public,True,False,372,needs_review,insufficient_evidence,third_party_music,pending_review,sources_81_91_manual_audit_2026-07-10; confidence=medium,needs_source_review,pending_source_registry
1,همایون شجریان,classic_fusion,9,qpXspMgbRyE,همایون شجریان اجرای زنده کنسرت دبی ٢٠٢۵ |Live Concert in Dubai 2025  Homayoun Shajarian ,UChLs096B3kOpLYhVK1ldSvg,Khosousi,2025-09-17T15:33:16Z,همایون شجریان,pending_review,,همایون شجریان اجرای زنده کنسرت دبی ٢٠٢۵ |Live Concert in Dubai 2025  Homayoun Shajarian ,"اگر مایل به ادامه فعالیت ما هستید، خوشحال میشیم در کنار ما از خصوصی حمایت کنید.
https://hamibash.com/khosousi

نسخه‌ی اندروید اپلیکیشن خصوصی را از اینجا دریافت نمایید
https://play.google.com/store/apps/details?id=com.khosousi.android

نسخه‌ی ios اپلیکیشن خصوصی را از اینجا دریافت نمایید
https://apps.apple.com/se/app/khosousi/id1607762437?l=en


برای دانلود این اجرا و اجراهای دیگر به سایت یا کانال تلگرام خصوصی مراجعه نمایید
https://khosousi.com
https://instagram.com/Khosousii
http://telegram.me/Khosousi
https://facebook.com/Khosousi",UChLs096B3kOpLYhVK1ldSvg,Khosousi,2025-09-17T15:33:16Z,10,fa,fa,PT45M2S,hd,False,True,36441,467.0,125.0,public,True,False,2702,likely_non_release,too_long_over_15_minutes,third_party_music,excluded,sources_21_40_manual_audit_2026-07-10; confidence=high,likely_non_release,excluded_source_registry
1,همایون شجریان,classic_fusion,10,-_D9FlMTb_Q,Homayoun Shajarian - Kharidar I Live In Concert ( همایون شجریان و انوشیروان روحانی - خریدار ),UCmBIX3tItWTCmbkcARiyZkg,Homayoun Shajarian,2024-12-10T13:30:00Z,همایون شجریان,pending_review,,Homayoun Shajarian - Kharidar I Live In Concert ( همایون شجریان و انوشیروان روحانی - خریدار ),"Subscribe For More Videos :
https://www.youtube.com/c/HomayounShajarianChannel

قطعه خریدار
اثری از همایون شجریان و انوشیروان روحانی 
شعر از رهی معیری

متن آهنگ :

باید خریدارم شوی
تا من خریدارت شوم
وز جان و دل یارم شوی
تا عاشق زارت شوم
باید وفادارم شوی
تا من وفادارت شوم
وز جان و دل یارم شوی
تا عاشق زارت شوم من
تا عاشق زارت شوم من

من نیستم چون دیگران بازیچه ی بازیگران
اول به دام آرم تورا وانگه گرفتارت شوم‌ من

من نیستم چون دیگران بازیچه ی بازیگران
اول به دام آرم تورا وانگه گرفتارت شوم‌ من

خریدارم شوی خریدارت شوم
دلیارم شوی عاشق زارت شوم من
خریدارم شوی خریدارت شوی
دلیارم شوی عاشق زارت شوم من

باید خریدارم شوی
تا من خریدارت شوم
وز جان و دل یارم شوی
تا عاشق زارت شوم
باید وفادارم شوی
تا من وفادارت شوم
وز جان و دل یارم شوی
تا عاشق زارت شوم من
تا عاشق زارت شوم من

من نیستم چون دیگران بازیچه ی بازیگران
اول به دام آرم تورا وانگه گرفتارت شوم‌ من

من نیستم چون دیگران بازیچه ی بازیگران
اول به دام آرم تورا وانگه گرفتارت شوم‌ من

خریدارم شوی خریدارت شوم
دلیارم شوی عاشق زارت شوم من
خریدارم شوی خریدارت شوی
دلیارم شوی عاشق زارت شوم من
عاشق زارت شوم من
عاشق زارت شوم من
عاشق زارت شوم من",UCmBIX3tItWTCmbkcARiyZkg,Homayoun Shajarian,2024-12-10T13:30:00Z,10,fa,en-US,PT6M10S,hd,False,False,1688325,9129.0,654.0,public,True,False,370,likely_non_release,non_release_title_pattern,official_artist,trusted,top20_manual_audit_2026-07-10; confidence=high,trusted_non_release_signal,trusted_source_but_v2_non_release_signal
1,همایون شجریان,classic_fusion,11,uUp--5qtOac,به یاد هایده - اجرای بی نظیر همایون شجریان و انوشیروان روحانی برای اولین بار,UCGV-fV3AkEHYzf1iW2ADeMA,Day2DayWorld,2024-01-12T15:35:51Z,همایون شجریان,pending_review,,به یاد هایده - اجرای بی نظیر همایون شجریان و انوشیروان روحانی برای اولین بار,"کنسرت  همایون شجریان و انوشیروان روحانی در مونترال کانادا
Homayoun Shajarian and Anoushirvan Rohani live in Montreal Canada, a tribute to Hayedeh",UCGV-fV3AkEHYzf1iW2ADeMA,Day2DayWorld,2024-01-12T15:35:51Z,24,fa,fa,PT15M38S,hd,False,False,1213753,11595.0,1567.0,public,True,False,938,likely_non_release,too_long_over_15_minutes,entertainment,excluded,sources_41_60_manual_audit_2026-07-10; confidence=high,likely_non_release,excluded_source_registry
